# Energy [eV], Time, ID Gap [mm], M2 Pitch [deg], G Pitch [deg], I0 [A] (KE6000), Is [A] (KE6000_2), Is/I0
473.900, 1781958801.646377, 29.666, -3.0, -3.892272, 1.729057e-09, 2.489429e-10, 0.1439761095209701
474.000, 1781958802.787593, 29.6687, -3.0, -3.892092, 1.730513e-09, 2.502328e-10, 0.14460035839083554
474.100, 1781958803.881114, 29.6714, -3.0, -3.891913, 1.728851e-09, 2.492338e-10, 0.1441615269332059
474.200, 1781958804.935147, 29.6742, -3.0, -3.891733, 1.73008e-09, 2.493977e-10, 0.1441538541570332
474.300, 1781958805.959116, 29.6769, -3.0, -3.891554, 1.729573e-09, 2.501756e-10, 0.14464587502233212
474.400, 1781958807.202831, 29.6796, -3.0, -3.891376, 1.729498e-09, 2.490294e-10, 0.14398941195653303
474.500, 1781958808.384611, 29.6824, -3.0, -3.891196, 1.732027e-09, 2.519989e-10, 0.14549363260503448
474.600, 1781958809.627806, 29.6851, -3.0, -3.891017, 1.732888e-09, 2.518304e-10, 0.1453241063473231
474.700, 1781958810.874407, 29.6878, -3.0, -3.890839, 1.732663e-09, 2.537106e-10, 0.14642812826268004
474.800, 1781958812.123446, 29.6905, -3.0, -3.89066, 1.731625e-09, 2.548473e-10, 0.1471723381217065
474.900, 1781958813.228318, 29.6933, -3.0, -3.890482, 1.73639e-09, 2.574131e-10, 0.1482461313414613
475.000, 1781958814.310465, 29.696, -3.0, -3.890303, 1.736117e-09, 2.572359e-10, 0.14816737581626124
475.100, 1781958815.355726, 29.6987, -3.0, -3.890125, 1.735671e-09, 2.592523e-10, 0.14936718998012874
475.200, 1781958816.537272, 29.7014, -3.0, -3.889946, 1.736241e-09, 2.60408e-10, 0.1499837868130058
475.300, 1781958817.627411, 29.7042, -3.0, -3.889768, 1.735655e-09, 2.612675e-10, 0.15052962714364318
475.400, 1781958818.749336, 29.7069, -3.0, -3.889589, 1.734709e-09, 2.636562e-10, 0.1519887197218669
475.500, 1781958819.795475, 29.7096, -3.0, -3.889411, 1.733985e-09, 2.63624e-10, 0.15203361044069008
475.600, 1781958820.974978, 29.7123, -3.0, -3.889232, 1.738401e-09, 2.641071e-10, 0.15192530377053395
475.700, 1781958822.215723, 29.7151, -3.0, -3.889054, 1.736906e-09, 2.648533e-10, 0.1524856843145225
475.800, 1781958823.27056, 29.7178, -3.0, -3.888877, 1.73903e-09, 2.653457e-10, 0.1525825891445231
475.900, 1781958824.394167, 29.7205, -3.0, -3.888698, 1.735805e-09, 2.642771e-10, 0.15225045440011983
476.000, 1781958825.48882, 29.7232, -3.0, -3.88852, 1.74354e-09, 2.659177e-10, 0.15251597324982508
476.100, 1781958826.620711, 29.726, -3.0, -3.888343, 1.742845e-09, 2.646973e-10, 0.1518765581563478
476.200, 1781958827.647173, 29.7287, -3.0, -3.888165, 1.741263e-09, 2.635704e-10, 0.15136736954727692
476.300, 1781958828.811653, 29.7314, -3.0, -3.887988, 1.741798e-09, 2.624977e-10, 0.15070501860720936
476.400, 1781958829.982667, 29.7341, -3.0, -3.887809, 1.742827e-09, 2.621181e-10, 0.1503982322972963
476.500, 1781958831.09002, 29.7369, -3.0, -3.887633, 1.743117e-09, 2.60891e-10, 0.1496692419384356
476.600, 1781958832.280152, 29.7396, -3.0, -3.887454, 1.745406e-09, 2.601538e-10, 0.14905059338629523
476.700, 1781958833.52144, 29.7423, -3.0, -3.887278, 1.74464e-09, 2.585107e-10, 0.1481742365187087
476.800, 1781958834.759306, 29.745, -3.0, -3.887101, 1.742125e-09, 2.58315e-10, 0.14827581258520486
476.900, 1781958835.959608, 29.7477, -3.0, -3.886922, 1.740739e-09, 2.575297e-10, 0.14794274155976284
477.000, 1781958837.046629, 29.7505, -3.0, -3.886746, 1.745419e-09, 2.562741e-10, 0.146826693189429
477.100, 1781958838.172021, 29.7532, -3.0, -3.886569, 1.743038e-09, 2.569572e-10, 0.14741916125752852
477.200, 1781958839.226809, 29.7559, -3.0, -3.886392, 1.741018e-09, 2.551452e-10, 0.1465494325733565
477.300, 1781958840.417283, 29.7586, -3.0, -3.886215, 1.741794e-09, 2.546146e-10, 0.14617951376569213
477.400, 1781958841.463487, 29.7613, -3.0, -3.886039, 1.740629e-09, 2.535127e-10, 0.14564430444396825
477.500, 1781958842.629559, 29.7641, -3.0, -3.885862, 1.741139e-09, 2.536402e-10, 0.14567487144909164
477.600, 1781958843.771577, 29.7668, -3.0, -3.885685, 1.741483e-09, 2.525102e-10, 0.14499722363066422
477.700, 1781958844.797557, 29.7695, -3.0, -3.885509, 1.740084e-09, 2.525978e-10, 0.14516414150121487
477.800, 1781958845.969296, 29.7722, -3.0, -3.885332, 1.743488e-09, 2.520832e-10, 0.1445855664048161
477.900, 1781958847.047433, 29.7749, -3.0, -3.885155, 1.741154e-09, 2.507534e-10, 0.14401563560718925
478.000, 1781958848.176091, 29.7777, -3.0, -3.884979, 1.742048e-09, 2.495784e-10, 0.14326723488675397
478.100, 1781958849.25196, 29.7804, -3.0, -3.884802, 1.743544e-09, 2.489975e-10, 0.14281113639804904
478.200, 1781958850.416256, 29.7831, -3.0, -3.884625, 1.743871e-09, 2.478843e-10, 0.14214600735948932
478.300, 1781958851.584351, 29.7858, -3.0, -3.88445, 1.743968e-09, 2.468859e-10, 0.14156561358924016
478.400, 1781958852.828154, 29.7885, -3.0, -3.884274, 1.744437e-09, 2.456784e-10, 0.14083535260946656
478.500, 1781958854.080247, 29.7912, -3.0, -3.884097, 1.742162e-09, 2.441093e-10, 0.14011859976282343
478.600, 1781958855.319985, 29.794, -3.0, -3.883922, 1.746891e-09, 2.428393e-10, 0.1390122795297474
478.700, 1781958856.359194, 29.7967, -3.0, -3.883745, 1.746378e-09, 2.41623e-10, 0.13835664443780213
478.800, 1781958857.559248, 29.7994, -3.0, -3.88357, 1.747135e-09, 2.409814e-10, 0.1379294673851763
478.900, 1781958858.606779, 29.8021, -3.0, -3.883394, 1.745729e-09, 2.390579e-10, 0.13693872302058338
479.000, 1781958859.770756, 29.8048, -3.0, -3.883219, 1.749833e-09, 2.380634e-10, 0.13604921155333108
479.100, 1781958861.00923, 29.8075, -3.0, -3.883044, 1.747822e-09, 2.363825e-10, 0.13524403514774386
479.200, 1781958862.067027, 29.8102, -3.0, -3.882867, 1.748966e-09, 2.369256e-10, 0.13546609825462588
479.300, 1781958863.204567, 29.813, -3.0, -3.882692, 1.745942e-09, 2.345521e-10, 0.13434128968774448
479.400, 1781958864.343047, 29.8157, -3.0, -3.882517, 1.748134e-09, 2.340215e-10, 0.13386931436606117
479.500, 1781958865.459095, 29.8184, -3.0, -3.882342, 1.750543e-09, 2.338809e-10, 0.13360477291903142
479.600, 1781958866.633161, 29.8211, -3.0, -3.882166, 1.749528e-09, 2.326427e-10, 0.13297455085028648
479.700, 1781958867.662485, 29.8238, -3.0, -3.881991, 1.75072e-09, 2.32377e-10, 0.13273224730396638
479.800, 1781958868.769128, 29.8265, -3.0, -3.881816, 1.755735e-09, 2.320788e-10, 0.13218327367171012
479.900, 1781958869.893305, 29.8292, -3.0, -3.881641, 1.753511e-09, 2.316036e-10, 0.13207992422060655
480.000, 1781958871.000785, 29.8319, -3.0, -3.881466, 1.753855e-09, 2.308863e-10, 0.13164503336934924
